run,id,freq,s11,s12,x,y,z,note
1,1,1400000000,-9.70951366424561,-37.1842308044434,0,0,0,2023_05_11_03 -
1,1,1438333333.33333,-2.18704390525818,-52.6662673950195,0,0,0,2023_05_11_03 -
1,1,1476666666.66667,-1.85586762428284,-43.7386474609375,0,0,0,2023_05_11_03 -
1,1,1515000000,-2.51872611045837,-37.9639930725098,0,0,0,2023_05_11_03 -
1,1,1553333333.33333,-4.42709493637085,-33.5063171386719,0,0,0,2023_05_11_03 -
1,1,1591666666.66667,-10.7137451171875,-32.2551765441895,0,0,0,2023_05_11_03 -
1,1,1630000000,-2.87562012672424,-41.053295135498,0,0,0,2023_05_11_03 -
1,1,1668333333.33333,-2.19388604164124,-53.5203514099121,0,0,0,2023_05_11_03 -
1,1,1706666666.66667,-2.38439798355103,-47.8167724609375,0,0,0,2023_05_11_03 -
1,1,1745000000,-2.31460165977478,-41.8552017211914,0,0,0,2023_05_11_03 -
1,1,1783333333.33333,-2.32604312896729,-37.6458625793457,0,0,0,2023_05_11_03 -
1,1,1821666666.66667,-3.64458584785461,-33.3479995727539,0,0,0,2023_05_11_03 -
1,1,1860000000,-8.4295654296875,-30.5005950927734,0,0,0,2023_05_11_03 -
1,1,1898333333.33333,-6.33761310577393,-31.0426006317139,0,0,0,2023_05_11_03 -
1,1,1936666666.66667,-4.01113128662109,-35.7773017883301,0,0,0,2023_05_11_03 -
1,1,1975000000,-2.52760624885559,-42.0467224121094,0,0,0,2023_05_11_03 -
1,1,2013333333.33333,-2.21734809875488,-48.8318176269531,0,0,0,2023_05_11_03 -
1,1,2051666666.66667,-2.5240797996521,-55.3616981506348,0,0,0,2023_05_11_03 -
1,1,2090000000,-2.70570111274719,-49.298755645752,0,0,0,2023_05_11_03 -
1,1,2128333333.33333,-2.32881665229797,-44.2839698791504,0,0,0,2023_05_11_03 -
1,1,2166666666.66667,-2.32010865211487,-40.5064582824707,0,0,0,2023_05_11_03 -
