run,id,freq,s11,s12,x,y,z,note
1,1,500000000,-200,-44.4463768005371,0,0,0,2023_05_11_05 -reverse
1,1,612500000,-200,-40.2374038696289,0,0,0,2023_05_11_05 -reverse
1,1,725000000,-200,-39.3691558837891,0,0,0,2023_05_11_05 -reverse
1,1,837500000,-200,-41.6704483032227,0,0,0,2023_05_11_05 -reverse
1,1,950000000,-200,-34.5167427062988,0,0,0,2023_05_11_05 -reverse
1,1,1062500000,-200,-36.3117485046387,0,0,0,2023_05_11_05 -reverse
1,1,1175000000,-200,-35.7713928222656,0,0,0,2023_05_11_05 -reverse
1,1,1287500000,-200,-33.2238998413086,0,0,0,2023_05_11_05 -reverse
1,1,1400000000,-200,-32.4468536376953,0,0,0,2023_05_11_05 -reverse
1,1,1512500000,-200,-32.8362503051758,0,0,0,2023_05_11_05 -reverse
1,1,1625000000,-200,-33.5581817626953,0,0,0,2023_05_11_05 -reverse
1,1,1737500000,-200,-33.9800567626953,0,0,0,2023_05_11_05 -reverse
1,1,1850000000,-200,-34.7427635192871,0,0,0,2023_05_11_05 -reverse
1,1,1962500000,-200,-36.0105094909668,0,0,0,2023_05_11_05 -reverse
1,1,2075000000,-200,-36.3329963684082,0,0,0,2023_05_11_05 -reverse
1,1,2187500000,-200,-38.2589378356934,0,0,0,2023_05_11_05 -reverse
1,1,2300000000,-200,-39.874755859375,0,0,0,2023_05_11_05 -reverse
1,1,2412500000,-200,-35.3736724853516,0,0,0,2023_05_11_05 -reverse
1,1,2525000000,-200,-39.8711814880371,0,0,0,2023_05_11_05 -reverse
1,1,2637500000,-200,-49.9726715087891,0,0,0,2023_05_11_05 -reverse
1,1,2750000000,-200,-40.5695152282715,0,0,0,2023_05_11_05 -reverse
1,1,2862500000,-200,-32.2914695739746,0,0,0,2023_05_11_05 -reverse
1,1,2975000000,-200,-30.6718788146973,0,0,0,2023_05_11_05 -reverse
1,1,3087500000,-200,-30.5171012878418,0,0,0,2023_05_11_05 -reverse
1,1,3200000000,-200,-32.9278450012207,0,0,0,2023_05_11_05 -reverse
1,1,3312500000,-200,-36.3412132263184,0,0,0,2023_05_11_05 -reverse
1,1,3425000000,-200,-38.5978546142578,0,0,0,2023_05_11_05 -reverse
1,1,3537500000,-200,-34.2812271118164,0,0,0,2023_05_11_05 -reverse
1,1,3650000000,-200,-32.336742401123,0,0,0,2023_05_11_05 -reverse
1,1,3762500000,-200,-33.6154632568359,0,0,0,2023_05_11_05 -reverse
1,1,3875000000,-200,-36.2699279785156,0,0,0,2023_05_11_05 -reverse
1,1,3987500000,-200,-32.4919891357422,0,0,0,2023_05_11_05 -reverse
1,1,4100000000,-200,-32.2600975036621,0,0,0,2023_05_11_05 -reverse
1,1,4212500000,-200,-30.576322555542,0,0,0,2023_05_11_05 -reverse
1,1,4325000000,-200,-31.6264591217041,0,0,0,2023_05_11_05 -reverse
1,1,4437500000,-200,-33.1389045715332,0,0,0,2023_05_11_05 -reverse
1,1,4550000000,-200,-33.5510406494141,0,0,0,2023_05_11_05 -reverse
1,1,4662500000,-200,-32.3908042907715,0,0,0,2023_05_11_05 -reverse
1,1,4775000000,-200,-31.7281455993652,0,0,0,2023_05_11_05 -reverse
1,1,4887500000,-200,-33.2412948608398,0,0,0,2023_05_11_05 -reverse
1,1,5000000000,-200,-32.7023544311523,0,0,0,2023_05_11_05 -reverse
1,1,5112500000,-200,-33.3679618835449,0,0,0,2023_05_11_05 -reverse
1,1,5225000000,-200,-32.3230056762695,0,0,0,2023_05_11_05 -reverse
1,1,5337500000,-200,-32.2637405395508,0,0,0,2023_05_11_05 -reverse
1,1,5450000000,-200,-31.8540744781494,0,0,0,2023_05_11_05 -reverse
1,1,5562500000,-200,-31.9110698699951,0,0,0,2023_05_11_05 -reverse
1,1,5675000000,-200,-34.6869163513184,0,0,0,2023_05_11_05 -reverse
1,1,5787500000,-200,-31.6029987335205,0,0,0,2023_05_11_05 -reverse
1,1,5900000000,-200,-29.8768253326416,0,0,0,2023_05_11_05 -reverse
1,1,6012500000,-200,-30.6171398162842,0,0,0,2023_05_11_05 -reverse
1,1,6125000000,-200,-32.2747573852539,0,0,0,2023_05_11_05 -reverse
1,1,6237500000,-200,-35.2239112854004,0,0,0,2023_05_11_05 -reverse
1,1,6350000000,-200,-31.974308013916,0,0,0,2023_05_11_05 -reverse
1,1,6462500000,-200,-29.4241638183594,0,0,0,2023_05_11_05 -reverse
1,1,6575000000,-200,-29.0484409332275,0,0,0,2023_05_11_05 -reverse
1,1,6687500000,-200,-30.7326393127441,0,0,0,2023_05_11_05 -reverse
1,1,6800000000,-200,-32.1966400146484,0,0,0,2023_05_11_05 -reverse
1,1,6912500000,-200,-32.4652519226074,0,0,0,2023_05_11_05 -reverse
1,1,7025000000,-200,-35.4054489135742,0,0,0,2023_05_11_05 -reverse
1,1,7137500000,-200,-37.5400810241699,0,0,0,2023_05_11_05 -reverse
1,1,7250000000,-200,-37.268741607666,0,0,0,2023_05_11_05 -reverse
1,1,7362500000,-200,-37.2893943786621,0,0,0,2023_05_11_05 -reverse
1,1,7475000000,-200,-37.3117637634277,0,0,0,2023_05_11_05 -reverse
1,1,7587500000,-200,-37.7687873840332,0,0,0,2023_05_11_05 -reverse
1,1,7700000000,-200,-38.1868667602539,0,0,0,2023_05_11_05 -reverse
1,1,7812500000,-200,-35.4725494384766,0,0,0,2023_05_11_05 -reverse
1,1,7925000000,-200,-36.7221298217773,0,0,0,2023_05_11_05 -reverse
1,1,8037500000,-200,-36.3128280639648,0,0,0,2023_05_11_05 -reverse
1,1,8150000000,-200,-36.5303230285645,0,0,0,2023_05_11_05 -reverse
1,1,8262500000,-200,-35.4794044494629,0,0,0,2023_05_11_05 -reverse
1,1,8375000000,-200,-36.7057914733887,0,0,0,2023_05_11_05 -reverse
1,1,8487500000,-200,-37.8349113464355,0,0,0,2023_05_11_05 -reverse
1,1,8600000000,-200,-36.3643646240234,0,0,0,2023_05_11_05 -reverse
1,1,8712500000,-200,-36.6562957763672,0,0,0,2023_05_11_05 -reverse
1,1,8825000000,-200,-37.6252365112305,0,0,0,2023_05_11_05 -reverse
1,1,8937500000,-200,-37.6904563903809,0,0,0,2023_05_11_05 -reverse
1,1,9050000000,-200,-35.7495155334473,0,0,0,2023_05_11_05 -reverse
1,1,9162500000,-200,-30.4044914245605,0,0,0,2023_05_11_05 -reverse
1,1,9275000000,-200,-34.6247100830078,0,0,0,2023_05_11_05 -reverse
1,1,9387500000,-200,-37.7476272583008,0,0,0,2023_05_11_05 -reverse
1,1,9500000000,-200,-34.2907333374023,0,0,0,2023_05_11_05 -reverse
1,1,9612500000,-200,-36.5177040100098,0,0,0,2023_05_11_05 -reverse
1,1,9725000000,-200,-38.5925331115723,0,0,0,2023_05_11_05 -reverse
1,1,9837500000,-200,-35.8154220581055,0,0,0,2023_05_11_05 -reverse
1,1,9950000000,-200,-35.0807266235352,0,0,0,2023_05_11_05 -reverse
1,1,10062500000,-200,-39.542366027832,0,0,0,2023_05_11_05 -reverse
1,1,10175000000,-200,-33.401050567627,0,0,0,2023_05_11_05 -reverse
1,1,10287500000,-200,-33.8858528137207,0,0,0,2023_05_11_05 -reverse
1,1,10400000000,-200,-38.6408615112305,0,0,0,2023_05_11_05 -reverse
1,1,10512500000,-200,-39.3236236572266,0,0,0,2023_05_11_05 -reverse
1,1,10625000000,-200,-38.273853302002,0,0,0,2023_05_11_05 -reverse
1,1,10737500000,-200,-38.8261566162109,0,0,0,2023_05_11_05 -reverse
1,1,10850000000,-200,-39.8297691345215,0,0,0,2023_05_11_05 -reverse
1,1,10962500000,-200,-50.0349082946777,0,0,0,2023_05_11_05 -reverse
1,1,11075000000,-200,-51.1392555236816,0,0,0,2023_05_11_05 -reverse
1,1,11187500000,-200,-43.2313537597656,0,0,0,2023_05_11_05 -reverse
1,1,11300000000,-200,-44.2721862792969,0,0,0,2023_05_11_05 -reverse
1,1,11412500000,-200,-44.4233322143555,0,0,0,2023_05_11_05 -reverse
1,1,11525000000,-200,-42.7201690673828,0,0,0,2023_05_11_05 -reverse
1,1,11637500000,-200,-43.6525802612305,0,0,0,2023_05_11_05 -reverse
1,1,11750000000,-200,-41.7140235900879,0,0,0,2023_05_11_05 -reverse
1,1,11862500000,-200,-41.466854095459,0,0,0,2023_05_11_05 -reverse
1,1,11975000000,-200,-42.9199714660645,0,0,0,2023_05_11_05 -reverse
1,1,12087500000,-200,-44.8029022216797,0,0,0,2023_05_11_05 -reverse
1,1,12200000000,-200,-51.9186592102051,0,0,0,2023_05_11_05 -reverse
1,1,12312500000,-200,-44.4012336730957,0,0,0,2023_05_11_05 -reverse
1,1,12425000000,-200,-38.3399353027344,0,0,0,2023_05_11_05 -reverse
1,1,12537500000,-200,-40.2213363647461,0,0,0,2023_05_11_05 -reverse
1,1,12650000000,-200,-42.8392677307129,0,0,0,2023_05_11_05 -reverse
1,1,12762500000,-200,-36.1408653259277,0,0,0,2023_05_11_05 -reverse
1,1,12875000000,-200,-39.1325492858887,0,0,0,2023_05_11_05 -reverse
