run,id,freq,s11,s12,x,y,z,note
1,1,500000000,-0.879745900630951,-66.7357177734375,0,0,0,2023_05_1101 -
1,1,612500000,-1.14755213260651,-67.8321685791016,0,0,0,2023_05_1101 -
1,1,725000000,-1.15338408946991,-76.9456558227539,0,0,0,2023_05_1101 -
1,1,837500000,-1.04622232913971,-64.1466522216797,0,0,0,2023_05_1101 -
1,1,950000000,-1.27696943283081,-57.7949333190918,0,0,0,2023_05_1101 -
1,1,1062500000,-1.53739047050476,-52.2762756347656,0,0,0,2023_05_1101 -
1,1,1175000000,-1.41551244258881,-46.3148040771484,0,0,0,2023_05_1101 -
1,1,1287500000,-4.10867881774902,-43.434196472168,0,0,0,2023_05_1101 -
1,1,1400000000,-9.56454944610596,-37.0284614562988,0,0,0,2023_05_1101 -
1,1,1512500000,-2.40836548805237,-38.4396209716797,0,0,0,2023_05_1101 -
1,1,1625000000,-3.21687436103821,-40.5555191040039,0,0,0,2023_05_1101 -
1,1,1737500000,-2.32644128799438,-43.0191535949707,0,0,0,2023_05_1101 -
1,1,1850000000,-6.89213609695435,-31.3548927307129,0,0,0,2023_05_1101 -
1,1,1962500000,-2.89801049232483,-39.9519538879395,0,0,0,2023_05_1101 -
1,1,2075000000,-2.64959383010864,-50.5990715026855,0,0,0,2023_05_1101 -
1,1,2187500000,-2.62785339355469,-39.4223594665527,0,0,0,2023_05_1101 -
1,1,2300000000,-8.58111190795898,-34.2486915588379,0,0,0,2023_05_1101 -
1,1,2412500000,-5.3865213394165,-41.5876579284668,0,0,0,2023_05_1101 -
1,1,2525000000,-3.86331868171692,-34.6216583251953,0,0,0,2023_05_1101 -
1,1,2637500000,-3.8360071182251,-30.2224884033203,0,0,0,2023_05_1101 -
1,1,2750000000,-4.72747468948364,-30.1841812133789,0,0,0,2023_05_1101 -
1,1,2862500000,-6.03868532180786,-28.6838245391846,0,0,0,2023_05_1101 -
1,1,2975000000,-6.85419368743896,-29.8538150787354,0,0,0,2023_05_1101 -
1,1,3087500000,-4.03962850570679,-30.8279876708984,0,0,0,2023_05_1101 -
1,1,3200000000,-3.74099898338318,-32.5300636291504,0,0,0,2023_05_1101 -
1,1,3312500000,-6.79858589172363,-32.8233261108398,0,0,0,2023_05_1101 -
1,1,3425000000,-7.61712121963501,-33.0102272033691,0,0,0,2023_05_1101 -
1,1,3537500000,-7.58128881454468,-33.7931861877441,0,0,0,2023_05_1101 -
1,1,3650000000,-10.982590675354,-33.4360466003418,0,0,0,2023_05_1101 -
1,1,3762500000,-9.21587753295898,-33.8547782897949,0,0,0,2023_05_1101 -
1,1,3875000000,-8.54047966003418,-32.605884552002,0,0,0,2023_05_1101 -
1,1,3987500000,-7.97165822982788,-32.2009239196777,0,0,0,2023_05_1101 -
1,1,4100000000,-5.31179094314575,-34.7104034423828,0,0,0,2023_05_1101 -
1,1,4212500000,-5.00373888015747,-33.2371978759766,0,0,0,2023_05_1101 -
1,1,4325000000,-6.78934860229492,-34.0080528259277,0,0,0,2023_05_1101 -
1,1,4437500000,-9.62739276885986,-34.7918891906738,0,0,0,2023_05_1101 -
1,1,4550000000,-10.6056413650513,-34.1393737792969,0,0,0,2023_05_1101 -
1,1,4662500000,-7.85774183273315,-32.8506889343262,0,0,0,2023_05_1101 -
1,1,4775000000,-7.64895868301392,-32.9557876586914,0,0,0,2023_05_1101 -
1,1,4887500000,-10.3313608169556,-34.3183937072754,0,0,0,2023_05_1101 -
1,1,5000000000,-9.60970592498779,-31.7215309143066,0,0,0,2023_05_1101 -
1,1,5112500000,-7.7299633026123,-33.3713111877441,0,0,0,2023_05_1101 -
1,1,5225000000,-6.11003589630127,-33.7389793395996,0,0,0,2023_05_1101 -
1,1,5337500000,-4.58177804946899,-34.528636932373,0,0,0,2023_05_1101 -
1,1,5450000000,-6.43685245513916,-34.2924995422363,0,0,0,2023_05_1101 -
1,1,5562500000,-12.3570785522461,-34.3662605285645,0,0,0,2023_05_1101 -
1,1,5675000000,-8.5080623626709,-35.6974296569824,0,0,0,2023_05_1101 -
1,1,5787500000,-8.87405490875244,-32.8920783996582,0,0,0,2023_05_1101 -
1,1,5900000000,-8.10963535308838,-32.4848251342773,0,0,0,2023_05_1101 -
1,1,6012500000,-7.07583856582642,-33.7296714782715,0,0,0,2023_05_1101 -
1,1,6125000000,-11.4014778137207,-35.3615608215332,0,0,0,2023_05_1101 -
1,1,6237500000,-6.92341709136963,-36.4755744934082,0,0,0,2023_05_1101 -
1,1,6350000000,-4.60433006286621,-35.6871604919434,0,0,0,2023_05_1101 -
1,1,6462500000,-6.10344409942627,-33.8322792053223,0,0,0,2023_05_1101 -
1,1,6575000000,-7.34920787811279,-32.8515357971191,0,0,0,2023_05_1101 -
1,1,6687500000,-6.15037298202515,-31.3522644042969,0,0,0,2023_05_1101 -
1,1,6800000000,-10.1769113540649,-31.2263317108154,0,0,0,2023_05_1101 -
1,1,6912500000,-11.9154167175293,-32.6608276367188,0,0,0,2023_05_1101 -
1,1,7025000000,-6.27781105041504,-35.9624404907227,0,0,0,2023_05_1101 -
1,1,7137500000,-5.9276876449585,-37.2403755187988,0,0,0,2023_05_1101 -
1,1,7250000000,-4.89862775802612,-36.4756546020508,0,0,0,2023_05_1101 -
1,1,7362500000,-4.49472236633301,-35.9154510498047,0,0,0,2023_05_1101 -
1,1,7475000000,-5.6469521522522,-33.3575286865234,0,0,0,2023_05_1101 -
1,1,7587500000,-5.68167972564697,-32.4862976074219,0,0,0,2023_05_1101 -
1,1,7700000000,-8.01613903045654,-32.7545356750488,0,0,0,2023_05_1101 -
1,1,7812500000,-9.437912940979,-31.9539928436279,0,0,0,2023_05_1101 -
1,1,7925000000,-6.53864145278931,-34.0224342346191,0,0,0,2023_05_1101 -
1,1,8037500000,-5.35142183303833,-37.9590950012207,0,0,0,2023_05_1101 -
1,1,8150000000,-6.74396514892578,-39.1154708862305,0,0,0,2023_05_1101 -
1,1,8262500000,-4.33800506591797,-37.7265892028809,0,0,0,2023_05_1101 -
1,1,8375000000,-4.42741394042969,-39.1925163269043,0,0,0,2023_05_1101 -
1,1,8487500000,-7.08157062530518,-39.0602416992188,0,0,0,2023_05_1101 -
1,1,8600000000,-4.20646905899048,-36.2122573852539,0,0,0,2023_05_1101 -
1,1,8712500000,-4.38364839553833,-34.6485824584961,0,0,0,2023_05_1101 -
1,1,8825000000,-12.1399908065796,-34.2401657104492,0,0,0,2023_05_1101 -
1,1,8937500000,-5.16444110870361,-41.7160530090332,0,0,0,2023_05_1101 -
1,1,9050000000,-4.09604024887085,-39.7200241088867,0,0,0,2023_05_1101 -
1,1,9162500000,-10.9294109344482,-32.9637222290039,0,0,0,2023_05_1101 -
1,1,9275000000,-5.69636154174805,-36.8798637390137,0,0,0,2023_05_1101 -
1,1,9387500000,-4.75283670425415,-43.904125213623,0,0,0,2023_05_1101 -
1,1,9500000000,-8.42156219482422,-39.1154708862305,0,0,0,2023_05_1101 -
1,1,9612500000,-6.71795272827148,-38.3398933410645,0,0,0,2023_05_1101 -
1,1,9725000000,-6.1118016242981,-42.6437873840332,0,0,0,2023_05_1101 -
1,1,9837500000,-6.72902917861938,-46.3865394592285,0,0,0,2023_05_1101 -
