run,id,freq,s11,s12,x,y,z,note
1,1,1400000000,-2.93663048744202,-33.3888931274414,0,0,0,2023_05_11_04 -reverse
1,1,1438333333.33333,-2.25097560882568,-33.2847557067871,0,0,0,2023_05_11_04 -reverse
1,1,1476666666.66667,-1.89551186561584,-34.0852851867676,0,0,0,2023_05_11_04 -reverse
1,1,1515000000,-1.98645198345184,-33.3484344482422,0,0,0,2023_05_11_04 -reverse
1,1,1553333333.33333,-2.41607213020325,-33.4738540649414,0,0,0,2023_05_11_04 -reverse
1,1,1591666666.66667,-2.57829880714417,-34.4634628295898,0,0,0,2023_05_11_04 -reverse
1,1,1630000000,-1.96289074420929,-34.2387466430664,0,0,0,2023_05_11_04 -reverse
1,1,1668333333.33333,-1.91664528846741,-33.9965286254883,0,0,0,2023_05_11_04 -reverse
1,1,1706666666.66667,-2.12863183021545,-34.1971244812012,0,0,0,2023_05_11_04 -reverse
1,1,1745000000,-2.12841725349426,-35.0073547363281,0,0,0,2023_05_11_04 -reverse
1,1,1783333333.33333,-1.94365978240967,-34.8969573974609,0,0,0,2023_05_11_04 -reverse
1,1,1821666666.66667,-2.05749607086182,-35.5795364379883,0,0,0,2023_05_11_04 -reverse
1,1,1860000000,-2.65230679512024,-35.7749252319336,0,0,0,2023_05_11_04 -reverse
1,1,1898333333.33333,-2.88654494285583,-35.1324043273926,0,0,0,2023_05_11_04 -reverse
1,1,1936666666.66667,-2.38667345046997,-35.8196296691895,0,0,0,2023_05_11_04 -reverse
1,1,1975000000,-2.03731155395508,-36.9066963195801,0,0,0,2023_05_11_04 -reverse
1,1,2013333333.33333,-2.0513801574707,-36.7049293518066,0,0,0,2023_05_11_04 -reverse
1,1,2051666666.66667,-2.35367822647095,-36.6021347045898,0,0,0,2023_05_11_04 -reverse
1,1,2090000000,-2.45446491241455,-37.4289627075195,0,0,0,2023_05_11_04 -reverse
1,1,2128333333.33333,-2.18589234352112,-38.0267791748047,0,0,0,2023_05_11_04 -reverse
